customer_id,acquisition_date,acquisition_channel,acquisition_cac,city,city_tier,age,gender,preferred_category,cohort_month,cohort_month_dt,total_orders,total_revenue,total_gp,first_order,last_order,total_return_cost,total_returns,true_net_profit,profit_segment,buyer_segment,churned,recency,frequency,return_rate,avg_order_value,churn_probability,churn_probability_clean
CUST00012,2023-05-27,Paid Instagram,1348.73,Hyderabad,Tier 1,47,Female,Haircare,2023-05,2023-05,1,1697.45,1287.45,2023-05-29,2023-05-29,1728.67,1.0,-1789.95,Value Destroying,One-Time Buyer,1,583,1,1.0,1697.45,1.0,1.0
CUST00013,2023-07-29,Paid Instagram,1248.21,Chennai,Tier 1,45,Male,Personal Care,2023-07,2023-07,1,179.1,84.1,2023-07-31,2023-07-31,0.0,0.0,-1164.1100000000001,Value Destroying,One-Time Buyer,1,520,1,0.0,179.1,1.0,1.0
CUST00014,2022-05-22,Paid Google,645.45,Chennai,Tier 1,21,Male,Haircare,2022-05,2022-05,2,1773.55,1333.55,2022-05-22,2022-08-03,0.0,0.0,688.0999999999999,Profitable,Occasional,1,882,2,0.0,886.775,1.0,1.0
CUST00015,2024-03-22,Organic Search,219.28,Ahmedabad,Tier 1,42,Female,Personal Care,2024-03,2024-03,2,1890.0,1365.0,2024-03-24,2024-06-03,0.0,0.0,1145.72,Profitable,Occasional,1,212,2,0.0,945.0,1.0,1.0
CUST00016,2023-07-21,Influencer,1112.63,Surat,Tier 2,25,Male,Supplements,2023-07,2023-07,2,6268.3,4898.3,2023-07-22,2023-10-16,0.0,0.0,3785.67,High Value,Occasional,1,443,2,0.0,3134.15,1.0,1.0
CUST00017,2022-12-15,Organic Search,186.95,Mumbai,Tier 1,47,Female,Supplements,2022-12,2022-12,3,4000.6499999999996,2895.6499999999996,2022-12-17,2023-04-23,0.0,0.0,2708.7,High Value,Occasional,1,619,3,0.0,1333.55,1.0,1.0
CUST00018,2024-02-20,Direct,141.26,Delhi,Tier 1,37,Male,Haircare,2024-02,2024-02,1,1098.0,858.0,2024-02-22,2024-02-22,1141.54,1.0,-424.79999999999995,Near Break-Even,One-Time Buyer,1,314,1,1.0,1098.0,1.0,1.0
CUST00019,2024-02-20,Paid Instagram,1372.1,Delhi,Tier 1,51,Male,Supplements,2024-02,2024-02,1,799.0,589.0,2024-02-21,2024-02-21,803.12,1.0,-1586.2199999999998,Value Destroying,One-Time Buyer,1,315,1,1.0,799.0,1.0,1.0
CUST00020,2022-04-25,Influencer,2066.59,Chandigarh,Tier 2,37,Female,Haircare,2022-04,2022-04,1,399.0,269.0,2022-04-27,2022-04-27,0.0,0.0,-1797.5900000000001,Value Destroying,One-Time Buyer,1,980,1,0.0,399.0,1.0,1.0
CUST00021,2022-03-22,Email Referral,247.2,Mumbai,Tier 1,22,Other,Haircare,2022-03,2022-03,2,2744.0,2139.0,2022-03-23,2022-06-28,2172.86,1.0,-281.0600000000002,Near Break-Even,Occasional,1,918,2,0.5,1372.0,1.0,1.0
CUST00022,2023-05-02,Paid Instagram,899.08,Kochi,Tier 2,51,Male,Personal Care,2023-05,2023-05,1,379.05,249.05,2023-05-03,2023-05-03,425.36,1.0,-1075.3899999999999,Value Destroying,One-Time Buyer,1,609,1,1.0,379.05,1.0,1.0
CUST00023,2023-07-07,Direct,118.99,Kolkata,Tier 1,37,Female,Supplements,2023-07,2023-07,2,1608.1,1168.1,2023-07-10,2023-09-14,0.0,0.0,1049.11,Profitable,Occasional,1,475,2,0.0,804.05,1.0,1.0
CUST00024,2023-06-14,Paid Google,723.95,Hyderabad,Tier 1,22,Female,Haircare,2023-06,2023-06,1,439.2,289.2,2023-06-15,2023-06-15,0.0,0.0,-434.75000000000006,Near Break-Even,One-Time Buyer,1,566,1,0.0,439.2,1.0,1.0
CUST00025,2022-01-08,Influencer,1794.21,Mumbai,Tier 1,32,Female,Skincare,2022-01,2022-01,2,8350.25,6610.25,2022-01-11,2022-04-06,5112.59,1.0,-296.5500000000002,Near Break-Even,Occasional,1,1001,2,0.5,4175.125,1.0,1.0
CUST00026,2022-03-14,Email Referral,205.7,Chennai,Tier 1,49,Female,Haircare,2022-03,2022-03,1,699.0,519.0,2022-03-16,2022-03-16,0.0,0.0,313.3,Profitable,One-Time Buyer,1,1022,1,0.0,699.0,1.0,1.0
CUST00027,2024-06-22,Organic Search,194.53,Pune,Tier 1,48,Male,Haircare,2024-06,2024-06,1,399.0,269.0,2024-06-23,2024-06-23,0.0,0.0,74.47,Profitable,One-Time Buyer,1,192,1,0.0,399.0,1.0,1.0
CUST00028,2023-11-06,Paid Instagram,1054.15,Hyderabad,Tier 1,47,Male,Skincare,2023-11,2023-11,1,988.2,713.2,2023-11-07,2023-11-07,0.0,0.0,-340.95000000000005,Near Break-Even,One-Time Buyer,1,421,1,0.0,988.2,1.0,1.0
CUST00029,2023-10-24,Organic Search,180.52,Mumbai,Tier 1,39,Male,Skincare,2023-10,2023-10,1,2697.3,2047.3,2023-10-26,2023-10-26,0.0,0.0,1866.78,Profitable,One-Time Buyer,1,433,1,0.0,2697.3,1.0,1.0
CUST00030,2022-07-14,Paid Instagram,884.11,Chennai,Tier 1,29,Female,Haircare,2022-07,2022-07,2,4984.15,3894.15,2022-07-17,2022-09-12,0.0,0.0,3010.04,High Value,Occasional,1,842,2,0.0,2492.075,1.0,1.0
CUST00031,2022-03-19,Email Referral,322.27,Hyderabad,Tier 1,24,Female,Skincare,2022-03,2022-03,1,3865.5,2965.5,2022-03-22,2022-03-22,0.0,0.0,2643.23,High Value,One-Time Buyer,1,1016,1,0.0,3865.5,1.0,1.0
CUST00032,2024-02-11,Direct,66.63,Lucknow,Tier 2,49,Female,Personal Care,2024-02,2024-02,1,254.15,144.15,2024-02-13,2024-02-13,0.0,0.0,77.52000000000001,Profitable,One-Time Buyer,1,323,1,0.0,254.15,1.0,1.0
CUST00033,2022-06-18,Direct,148.53,Bengaluru,Tier 1,34,Male,Personal Care,2022-06,2022-06,2,906.3,611.3,2022-06-20,2022-08-23,0.0,0.0,462.77,Profitable,Occasional,1,862,2,0.0,453.15,1.0,1.0
CUST00034,2023-12-15,Paid Google,1097.71,Kochi,Tier 2,49,Female,Supplements,2023-12,2023-12,1,1697.0,1347.0,2023-12-16,2023-12-16,0.0,0.0,249.28999999999996,Profitable,One-Time Buyer,1,382,1,0.0,1697.0,1.0,1.0
CUST00035,2022-03-01,Paid Instagram,1125.32,Pune,Tier 1,38,Female,Personal Care,2022-03,2022-03,2,2320.8500000000004,1765.8500000000001,2022-03-02,2022-06-14,2378.96,2.0,-1738.4299999999998,Value Destroying,Occasional,1,932,2,1.0,1160.4250000000002,1.0,1.0
CUST00036,2024-05-23,Influencer,1162.57,Chennai,Tier 1,50,Female,Haircare,2024-05,2024-05,1,1148.0,878.0,2024-05-26,2024-05-26,0.0,0.0,-284.56999999999994,Near Break-Even,One-Time Buyer,1,220,1,0.0,1148.0,1.0,1.0
CUST00037,2022-03-11,Paid Instagram,941.12,Ahmedabad,Tier 1,25,Male,Haircare,2022-03,2022-03,1,1782.45,1332.45,2022-03-14,2022-03-14,0.0,0.0,391.33000000000004,Profitable,One-Time Buyer,1,1024,1,0.0,1782.45,1.0,1.0
CUST00038,2022-02-10,Influencer,1561.15,Pune,Tier 1,51,Female,Supplements,2022-02,2022-02,1,759.05,549.05,2022-02-10,2022-02-10,0.0,0.0,-1012.1000000000001,Value Destroying,One-Time Buyer,1,1056,1,0.0,759.05,1.0,1.0
CUST00039,2024-01-04,Paid Instagram,959.37,Bengaluru,Tier 1,26,Male,Supplements,2024-01,2024-01,4,6700.6,5145.6,2024-01-05,2024-07-03,0.0,0.0,4186.2300000000005,High Value,Loyal,1,182,4,0.0,1675.15,1.0,0.96
CUST00040,2024-02-09,Influencer,1110.25,Kochi,Tier 2,24,Female,Haircare,2024-02,2024-02,2,3506.1,2746.1,2024-02-12,2024-03-31,0.0,0.0,1635.85,Profitable,Occasional,1,276,2,0.0,1753.05,1.0,1.0
CUST00041,2022-05-16,Influencer,2068.95,Kochi,Tier 2,33,Female,Haircare,2022-05,2022-05,1,404.1,264.1,2022-05-18,2022-05-18,0.0,0.0,-1804.85,Value Destroying,One-Time Buyer,1,959,1,0.0,404.1,1.0,1.0
CUST00042,2023-07-11,Paid Google,905.84,Ahmedabad,Tier 1,51,Female,Supplements,2023-07,2023-07,2,4104.5,3169.5,2023-07-12,2023-09-05,0.0,0.0,2263.66,High Value,Occasional,1,484,2,0.0,2052.25,1.0,1.0
CUST00043,2022-04-17,Direct,63.43,Kochi,Tier 2,25,Male,Haircare,2022-04,2022-04,1,1347.3,1017.3,2022-04-17,2022-04-17,0.0,0.0,953.87,Profitable,One-Time Buyer,1,990,1,0.0,1347.3,1.0,1.0
CUST00044,2023-09-12,Paid Google,771.44,Delhi,Tier 1,34,Female,Supplements,2023-09,2023-09,1,449.1,304.1,2023-09-14,2023-09-14,0.0,0.0,-467.34000000000003,Near Break-Even,One-Time Buyer,1,475,1,0.0,449.1,1.0,1.0
CUST00045,2024-05-16,Direct,113.43,Mumbai,Tier 1,35,Female,Supplements,2024-05,2024-05,3,2951.05,2226.05,2024-05-18,2024-09-16,0.0,0.0,2112.6200000000003,High Value,Occasional,1,107,3,0.0,983.6833333333334,1.0,0.9
CUST00046,2023-10-15,Organic Search,132.32,Indore,Tier 3,46,Female,Personal Care,2023-10,2023-10,3,1610.3000000000002,1120.3000000000002,2023-10-17,2024-03-16,859.98,1.0,128.00000000000023,Profitable,Occasional,1,291,3,0.3333333333333333,536.7666666666668,1.0,0.93
CUST00047,2022-04-25,Influencer,2071.42,Mumbai,Tier 1,27,Female,Supplements,2022-04,2022-04,1,1617.3,1227.3,2022-04-26,2022-04-26,0.0,0.0,-844.1200000000001,Near Break-Even,One-Time Buyer,1,981,1,0.0,1617.3,1.0,1.0
CUST00048,2022-06-01,Influencer,1146.01,Hyderabad,Tier 1,41,Male,Skincare,2022-06,2022-06,1,1280.6,960.6,2022-06-03,2022-06-03,0.0,0.0,-185.40999999999997,Near Break-Even,One-Time Buyer,1,943,1,0.0,1280.6,1.0,1.0
CUST00049,2022-08-04,Email Referral,283.39,Ahmedabad,Tier 1,40,Male,Personal Care,2022-08,2022-08,2,1991.1999999999998,1481.1999999999998,2022-08-04,2022-09-27,1353.06,1.0,-155.25,Near Break-Even,Occasional,1,827,2,0.5,995.5999999999999,1.0,1.0
CUST00050,2024-02-07,Direct,142.99,Delhi,Tier 1,28,Other,Haircare,2024-02,2024-02,1,1213.2,913.2,2024-02-08,2024-02-08,0.0,0.0,770.21,Profitable,One-Time Buyer,1,328,1,0.0,1213.2,1.0,1.0
CUST00051,2022-01-26,Email Referral,334.9,Delhi,Tier 1,44,Male,Haircare,2022-01,2022-01,1,349.0,229.0,2022-01-27,2022-01-27,0.0,0.0,-105.89999999999998,Near Break-Even,One-Time Buyer,1,1070,1,0.0,349.0,1.0,1.0
CUST00052,2024-03-17,Paid Google,791.27,Ahmedabad,Tier 1,20,Male,Haircare,2024-03,2024-03,2,2991.3,2251.3,2024-03-18,2024-06-09,725.36,1.0,734.6700000000002,Profitable,Occasional,1,206,2,0.5,1495.65,1.0,1.0
CUST00053,2023-04-17,Paid Instagram,1292.32,Bengaluru,Tier 1,32,Female,Haircare,2023-04,2023-04,1,521.55,371.55,2023-04-19,2023-04-19,0.0,0.0,-920.77,Near Break-Even,One-Time Buyer,1,623,1,0.0,521.55,1.0,1.0
CUST00054,2022-10-13,Paid Google,1083.44,Surat,Tier 2,35,Female,Personal Care,2022-10,2022-10,1,319.2,189.2,2022-10-13,2022-10-13,0.0,0.0,-894.24,Near Break-Even,One-Time Buyer,1,811,1,0.0,319.2,1.0,1.0
CUST00055,2024-05-13,Organic Search,287.85,Chennai,Tier 1,25,Male,Supplements,2024-05,2024-05,3,3016.3,2226.3,2024-05-16,2024-11-24,0.0,0.0,1938.4500000000003,Profitable,Occasional,0,38,3,0.0,1005.4333333333334,0.0,0.33
CUST00056,2022-09-29,Paid Instagram,1157.94,Mumbai,Tier 1,40,Male,Supplements,2022-09,2022-09,1,699.0,519.0,2022-10-01,2022-10-01,0.0,0.0,-638.94,Near Break-Even,One-Time Buyer,1,823,1,0.0,699.0,1.0,1.0
CUST00057,2023-06-08,Paid Google,1049.75,Mumbai,Tier 1,30,Female,Personal Care,2023-06,2023-06,1,698.0,518.0,2023-06-08,2023-06-08,0.0,0.0,-531.75,Near Break-Even,One-Time Buyer,1,573,1,0.0,698.0,1.0,1.0
CUST00058,2024-04-05,Paid Instagram,1231.66,Chennai,Tier 1,30,Female,Skincare,2024-04,2024-04,2,5722.1,4362.1,2024-04-05,2024-05-21,1912.89,1.0,1217.5500000000004,Profitable,Occasional,1,225,2,0.5,2861.05,1.0,1.0
CUST00059,2022-12-05,Direct,116.34,Pune,Tier 1,25,Male,Supplements,2022-12,2022-12,4,5332.45,4032.45,2022-12-07,2023-07-20,0.0,0.0,3916.1099999999997,High Value,Loyal,1,531,4,0.0,1333.1125,1.0,0.99
CUST00060,2023-11-14,Influencer,1542.64,Hyderabad,Tier 1,36,Female,Haircare,2023-11,2023-11,1,279.2,159.2,2023-11-17,2023-11-17,0.0,0.0,-1383.44,Value Destroying,One-Time Buyer,1,411,1,0.0,279.2,1.0,1.0
CUST00061,2023-01-24,Paid Google,1051.4,Ahmedabad,Tier 1,37,Female,Skincare,2023-01,2023-01,1,1518.1,1158.1,2023-01-26,2023-01-26,0.0,0.0,106.69999999999982,Profitable,One-Time Buyer,1,706,1,0.0,1518.1,1.0,1.0
CUST00062,2022-08-04,Paid Google,889.99,Hyderabad,Tier 1,38,Female,Personal Care,2022-08,2022-08,2,2416.8,1846.8,2022-08-06,2022-10-05,0.0,0.0,956.81,Profitable,Occasional,1,819,2,0.0,1208.4,1.0,1.0
CUST00063,2023-06-08,Organic Search,280.24,Hyderabad,Tier 1,28,Male,Supplements,2023-06,2023-06,1,559.2,379.2,2023-06-09,2023-06-09,0.0,0.0,98.95999999999998,Profitable,One-Time Buyer,1,572,1,0.0,559.2,1.0,1.0
CUST00064,2023-10-11,Influencer,1202.73,Pune,Tier 1,33,Male,Haircare,2023-10,2023-10,1,381.65,241.65,2023-10-13,2023-10-13,0.0,0.0,-961.08,Near Break-Even,One-Time Buyer,1,446,1,0.0,381.65,1.0,1.0
CUST00065,2022-05-31,Email Referral,198.97,Mumbai,Tier 1,48,Female,Skincare,2022-05,2022-05,1,399.0,269.0,2022-05-31,2022-05-31,443.4,1.0,-373.37,Near Break-Even,One-Time Buyer,1,946,1,1.0,399.0,1.0,1.0
CUST00066,2024-06-26,Influencer,1313.88,Pune,Tier 1,42,Female,Haircare,2024-06,2024-06,1,629.1,439.1,2024-06-29,2024-06-29,655.66,1.0,-1530.44,Value Destroying,One-Time Buyer,1,186,1,1.0,629.1,1.0,1.0
CUST00067,2023-12-06,Paid Instagram,1250.58,Mumbai,Tier 1,24,Male,Haircare,2023-12,2023-12,1,809.1,589.1,2023-12-08,2023-12-08,0.0,0.0,-661.4799999999999,Near Break-Even,One-Time Buyer,1,390,1,0.0,809.1,1.0,1.0
CUST00068,2023-12-14,Paid Instagram,830.13,Chennai,Tier 1,33,Male,Skincare,2023-12,2023-12,1,1897.0,1477.0,2023-12-17,2023-12-17,0.0,0.0,646.87,Profitable,One-Time Buyer,1,381,1,0.0,1897.0,1.0,1.0
CUST00069,2024-03-31,Influencer,1684.25,Hyderabad,Tier 1,38,Male,Personal Care,2024-03,2024-03,2,2894.75,2159.75,2024-04-03,2024-07-25,0.0,0.0,475.5,Profitable,Occasional,1,160,2,0.0,1447.375,1.0,1.0
CUST00070,2024-01-07,Organic Search,185.35,Surat,Tier 2,46,Male,Personal Care,2024-01,2024-01,1,239.2,129.2,2024-01-07,2024-01-07,0.0,0.0,-56.150000000000006,Near Break-Even,One-Time Buyer,1,360,1,0.0,239.2,1.0,1.0
CUST00071,2024-02-09,Influencer,1801.43,Delhi,Tier 1,51,Female,Haircare,2024-02,2024-02,1,319.2,189.2,2024-02-12,2024-02-12,0.0,0.0,-1612.23,Value Destroying,One-Time Buyer,1,324,1,0.0,319.2,1.0,1.0
CUST00072,2022-03-21,Paid Google,717.25,Kolkata,Tier 1,39,Female,Skincare,2022-03,2022-03,3,5430.8,4190.8,2022-03-22,2022-10-04,0.0,0.0,3473.55,High Value,Occasional,1,820,3,0.0,1810.2666666666667,1.0,1.0
CUST00073,2022-08-25,Paid Instagram,891.68,Bengaluru,Tier 1,31,Female,Personal Care,2022-08,2022-08,1,199.0,104.0,2022-08-28,2022-08-28,0.0,0.0,-787.68,Near Break-Even,One-Time Buyer,1,857,1,0.0,199.0,1.0,1.0
CUST00074,2023-04-23,Paid Google,703.42,Hyderabad,Tier 1,44,Female,Skincare,2023-04,2023-04,1,1569.95,1169.95,2023-04-26,2023-04-26,0.0,0.0,466.5300000000001,Profitable,One-Time Buyer,1,616,1,0.0,1569.95,1.0,1.0
CUST00075,2024-02-23,Email Referral,245.4,Pune,Tier 1,40,Female,Personal Care,2024-02,2024-02,3,3644.0,2784.0,2024-02-23,2024-05-02,0.0,0.0,2538.6,High Value,Occasional,1,244,3,0.0,1214.6666666666667,1.0,0.93
CUST00076,2024-05-05,Email Referral,299.5,Hyderabad,Tier 1,52,Male,Haircare,2024-05,2024-05,1,1847.0,1447.0,2024-05-08,2024-05-08,0.0,0.0,1147.5,Profitable,One-Time Buyer,1,238,1,0.0,1847.0,1.0,1.0
CUST00077,2022-10-07,Influencer,1131.93,Hyderabad,Tier 1,39,Male,Personal Care,2022-10,2022-10,1,319.2,189.2,2022-10-09,2022-10-09,374.16,1.0,-1316.89,Value Destroying,One-Time Buyer,1,815,1,1.0,319.2,1.0,1.0
CUST00078,2024-05-10,Organic Search,125.53,Hyderabad,Tier 1,52,Female,Personal Care,2024-05,2024-05,1,331.55,211.55,2024-05-13,2024-05-13,0.0,0.0,86.02000000000001,Profitable,One-Time Buyer,1,233,1,0.0,331.55,1.0,1.0
CUST00079,2023-11-10,Influencer,1807.02,Mumbai,Tier 1,26,Male,Haircare,2023-11,2023-11,1,808.2,588.2,2023-11-11,2023-11-11,0.0,0.0,-1218.82,Value Destroying,One-Time Buyer,1,417,1,0.0,808.2,1.0,1.0
CUST00080,2023-01-24,Paid Instagram,1072.82,Bengaluru,Tier 1,39,Male,Personal Care,2023-01,2023-01,1,284.05,174.05,2023-01-27,2023-01-27,0.0,0.0,-898.77,Near Break-Even,One-Time Buyer,1,705,1,0.0,284.05,1.0,1.0
CUST00081,2024-05-01,Paid Google,1017.46,Hyderabad,Tier 1,48,Female,Skincare,2024-05,2024-05,1,809.1,569.1,2024-05-03,2024-05-03,0.0,0.0,-448.36,Near Break-Even,One-Time Buyer,1,243,1,0.0,809.1,1.0,1.0
CUST00082,2022-12-25,Direct,56.86,Delhi,Tier 1,20,Male,Haircare,2022-12,2022-12,3,11487.349999999999,8867.349999999999,2022-12-27,2023-06-06,0.0,0.0,8810.489999999998,High Value,Occasional,1,575,3,0.0,3829.1166666666663,1.0,1.0
CUST00083,2022-01-21,Paid Instagram,943.13,Pune,Tier 1,48,Male,Haircare,2022-01,2022-01,1,699.0,519.0,2022-01-22,2022-01-22,721.78,1.0,-1145.9099999999999,Value Destroying,One-Time Buyer,1,1075,1,1.0,699.0,1.0,1.0
CUST00084,2022-09-20,Influencer,1284.57,Kolkata,Tier 1,25,Male,Haircare,2022-09,2022-09,1,521.55,371.55,2022-09-21,2022-09-21,0.0,0.0,-913.02,Near Break-Even,One-Time Buyer,1,833,1,0.0,521.55,1.0,1.0
CUST00085,2022-04-21,Direct,142.89,Pune,Tier 1,42,Female,Haircare,2022-04,2022-04,3,2875.45,2145.45,2022-04-24,2022-11-24,0.0,0.0,2002.56,High Value,Occasional,1,769,3,0.0,958.4833333333332,1.0,0.99
CUST00086,2023-12-09,Paid Instagram,945.71,Lucknow,Tier 2,37,Male,Skincare,2023-12,2023-12,1,699.0,519.0,2023-12-11,2023-12-11,0.0,0.0,-426.71000000000004,Near Break-Even,One-Time Buyer,1,387,1,0.0,699.0,1.0,1.0
CUST00087,2023-08-03,Email Referral,219.44,Jaipur,Tier 2,45,Male,Skincare,2023-08,2023-08,1,3956.4,3026.4,2023-08-04,2023-08-04,0.0,0.0,2806.96,High Value,One-Time Buyer,1,516,1,0.0,3956.4,1.0,1.0
CUST00088,2022-12-16,Influencer,1562.06,Mumbai,Tier 1,49,Female,Supplements,2022-12,2022-12,1,2158.2,1608.2,2022-12-17,2022-12-17,0.0,0.0,46.1400000000001,Profitable,One-Time Buyer,1,746,1,0.0,2158.2,1.0,1.0
CUST00089,2024-04-28,Organic Search,130.6,Hyderabad,Tier 1,29,Male,Supplements,2024-04,2024-04,1,1918.4,1368.4,2024-05-01,2024-05-01,1866.29,1.0,-628.4899999999998,Near Break-Even,One-Time Buyer,1,245,1,1.0,1918.4,1.0,1.0
CUST00090,2023-07-06,Organic Search,192.97,Jaipur,Tier 2,35,Female,Haircare,2023-07,2023-07,2,1952.4499999999998,1412.4499999999998,2023-07-08,2023-08-06,0.0,0.0,1219.4799999999998,Profitable,Occasional,1,514,2,0.0,976.2249999999999,1.0,1.0
CUST00091,2022-03-30,Email Referral,240.16,Bengaluru,Tier 1,47,Female,Personal Care,2022-03,2022-03,1,169.15,74.15,2022-03-31,2022-03-31,0.0,0.0,-166.01,Near Break-Even,One-Time Buyer,1,1007,1,0.0,169.15,1.0,1.0
CUST00092,2023-05-22,Paid Google,690.92,Lucknow,Tier 2,31,Female,Supplements,2023-05,2023-05,1,629.1,449.1,2023-05-23,2023-05-23,0.0,0.0,-241.81999999999994,Near Break-Even,One-Time Buyer,1,589,1,0.0,629.1,1.0,1.0
CUST00093,2024-06-20,Paid Google,1040.05,Pune,Tier 1,18,Female,Haircare,2024-06,2024-06,2,1092.5,757.5,2024-06-22,2024-09-15,0.0,0.0,-282.54999999999995,Near Break-Even,Occasional,1,108,2,0.0,546.25,1.0,1.0
CUST00094,2024-01-08,Paid Instagram,1133.11,Hyderabad,Tier 1,33,Male,Personal Care,2024-01,2024-01,1,698.0,518.0,2024-01-10,2024-01-10,0.0,0.0,-615.1099999999999,Near Break-Even,One-Time Buyer,1,357,1,0.0,698.0,1.0,1.0
CUST00095,2022-01-18,Paid Google,710.8,Mumbai,Tier 1,33,Female,Supplements,2022-01,2022-01,2,4308.65,3368.65,2022-01-20,2022-03-22,0.0,0.0,2657.8500000000004,High Value,Occasional,1,1016,2,0.0,2154.325,1.0,1.0
CUST00096,2023-06-28,Influencer,2196.29,Bengaluru,Tier 1,39,Female,Personal Care,2023-06,2023-06,2,1416.3500000000001,1026.35,2023-06-30,2023-08-03,335.32,1.0,-1505.26,Value Destroying,Occasional,1,517,2,0.5,708.1750000000001,1.0,1.0
CUST00097,2022-09-15,Paid Google,960.64,Delhi,Tier 1,38,Female,Haircare,2022-09,2022-09,1,1248.0,968.0,2022-09-15,2022-09-15,0.0,0.0,7.360000000000014,Profitable,One-Time Buyer,1,839,1,0.0,1248.0,1.0,1.0
CUST00098,2024-01-27,Paid Instagram,1234.75,Chennai,Tier 1,51,Female,Skincare,2024-01,2024-01,1,2246.0,1766.0,2024-01-27,2024-01-27,2195.57,1.0,-1664.3200000000002,Value Destroying,One-Time Buyer,1,340,1,1.0,2246.0,1.0,1.0
CUST00099,2022-10-31,Email Referral,185.89,Delhi,Tier 1,18,Male,Haircare,2022-10,2022-10,1,379.05,249.05,2022-11-01,2022-11-01,0.0,0.0,63.160000000000025,Profitable,One-Time Buyer,1,792,1,0.0,379.05,1.0,1.0
CUST00100,2022-02-25,Paid Google,948.71,Chennai,Tier 1,26,Male,Personal Care,2022-02,2022-02,3,1955.4499999999998,1375.45,2022-02-26,2022-05-29,401.88,1.0,24.860000000000014,Profitable,Occasional,1,948,3,0.3333333333333333,651.8166666666666,1.0,0.94
CUST00101,2022-01-13,Paid Instagram,1081.64,Pune,Tier 1,46,Female,Skincare,2022-01,2022-01,1,1358.3,998.3,2022-01-14,2022-01-14,0.0,0.0,-83.34000000000015,Near Break-Even,One-Time Buyer,1,1083,1,0.0,1358.3,1.0,1.0
CUST00102,2024-06-01,Paid Google,1011.06,Hyderabad,Tier 1,43,Female,Skincare,2024-06,2024-06,2,1961.15,1471.15,2024-06-03,2024-09-15,0.0,0.0,460.09000000000015,Profitable,Occasional,1,108,2,0.0,980.575,1.0,1.0
