order_item_id,order_id,customer_id,product_name,category,mrp,selling_price,quantity,line_revenue,line_cogs
ITEM00001071,ORD0000107,CUST00069,Lip Balm SPF 15,Personal Care,199,169.15,1,169.15,35
ITEM00001072,ORD0000107,CUST00069,Charcoal Body Wash,Personal Care,399,339.15,1,339.15,70
ITEM00001073,ORD0000107,CUST00069,Hyaluronic Moisturizer,Skincare,799,679.15,3,2037.45,450
ITEM00001081,ORD0000108,CUST00069,Hand Cream Repair,Personal Care,349,349.0,1,349.0,60
ITEM00001091,ORD0000109,CUST00070,Deodorant Roll-On,Personal Care,299,239.2,1,239.2,50
ITEM00001101,ORD0000110,CUST00071,Scalp Scrub,Haircare,399,319.2,1,319.2,70
ITEM00001111,ORD0000111,CUST00072,Retinol Night Cream,Skincare,1199,1199.0,2,2398.0,480
ITEM00001121,ORD0000112,CUST00072,Hyaluronic Moisturizer,Skincare,799,799.0,3,2397.0,450
ITEM00001131,ORD0000113,CUST00072,Charcoal Body Wash,Personal Care,399,339.15,1,339.15,70
ITEM00001132,ORD0000113,CUST00072,Face Wash Gel,Skincare,349,296.65,1,296.65,60
ITEM00001141,ORD0000114,CUST00073,Lip Balm SPF 15,Personal Care,199,199.0,1,199.0,35
ITEM00001151,ORD0000115,CUST00074,Hyaluronic Moisturizer,Skincare,799,679.15,1,679.15,150
ITEM00001152,ORD0000115,CUST00074,Biotin Hair Serum,Haircare,699,594.15,1,594.15,130
ITEM00001153,ORD0000115,CUST00074,Face Wash Gel,Skincare,349,296.65,1,296.65,60
ITEM00001161,ORD0000116,CUST00075,Retinol Night Cream,Skincare,1199,1199.0,1,1199.0,240
ITEM00001162,ORD0000116,CUST00075,Intimate Wash,Personal Care,449,449.0,3,1347.0,240
ITEM00001171,ORD0000117,CUST00075,Hyaluronic Moisturizer,Skincare,799,799.0,1,799.0,150
ITEM00001181,ORD0000118,CUST00075,Deodorant Roll-On,Personal Care,299,299.0,1,299.0,50
ITEM00001191,ORD0000119,CUST00076,Biotin Hair Serum,Haircare,699,699.0,2,1398.0,260
ITEM00001192,ORD0000119,CUST00076,Anti-Dandruff Shampoo,Haircare,449,449.0,1,449.0,80
ITEM00001201,ORD0000120,CUST00077,Charcoal Body Wash,Personal Care,399,319.2,1,319.2,70
ITEM00001211,ORD0000121,CUST00078,Hand Cream Repair,Personal Care,349,331.55,1,331.55,60
ITEM00001221,ORD0000122,CUST00079,Anti-Dandruff Shampoo,Haircare,449,404.1,2,808.2,160
ITEM00001231,ORD0000123,CUST00080,Deodorant Roll-On,Personal Care,299,284.05,1,284.05,50
ITEM00001241,ORD0000124,CUST00081,Vitamin C Serum,Skincare,899,809.1,1,809.1,180
ITEM00001251,ORD0000125,CUST00082,Collagen Powder,Supplements,1499,1349.1,3,4047.3,960
ITEM00001252,ORD0000125,CUST00082,Keratin Hair Mask,Haircare,899,809.1,3,2427.3,480
ITEM00001253,ORD0000125,CUST00082,Keratin Hair Mask,Haircare,899,809.1,1,809.1,160
ITEM00001261,ORD0000126,CUST00082,Biotin Hair Serum,Haircare,699,594.15,1,594.15,130
ITEM00001262,ORD0000126,CUST00082,Anti-Dandruff Shampoo,Haircare,449,381.65,1,381.65,80
ITEM00001263,ORD0000126,CUST00082,Intimate Wash,Personal Care,449,381.65,1,381.65,80
ITEM00001271,ORD0000127,CUST00082,Keratin Hair Mask,Haircare,899,854.05,1,854.05,160
ITEM00001272,ORD0000127,CUST00082,Omega 3 Fish Oil,Supplements,899,854.05,1,854.05,170
ITEM00001273,ORD0000127,CUST00082,SPF 50 Sunscreen,Skincare,599,569.05,2,1138.1,220
ITEM00001281,ORD0000128,CUST00083,Vitamin D3 + K2,Supplements,699,699.0,1,699.0,120
ITEM00001291,ORD0000129,CUST00084,Onion Hair Oil,Haircare,549,521.55,1,521.55,90
ITEM00001301,ORD0000130,CUST00085,Intimate Wash,Personal Care,449,449.0,1,449.0,80
ITEM00001311,ORD0000131,CUST00085,Keratin Hair Mask,Haircare,899,899.0,1,899.0,160
ITEM00001321,ORD0000132,CUST00085,Onion Hair Oil,Haircare,549,466.65,2,933.3,180
ITEM00001322,ORD0000132,CUST00085,Biotin Hair Serum,Haircare,699,594.15,1,594.15,130
ITEM00001331,ORD0000133,CUST00086,Vitamin D3 + K2,Supplements,699,699.0,1,699.0,120
ITEM00001341,ORD0000134,CUST00087,Retinol Night Cream,Skincare,1199,1079.1,2,2158.2,480
ITEM00001342,ORD0000134,CUST00087,Retinol Night Cream,Skincare,1199,1079.1,1,1079.1,240
ITEM00001343,ORD0000134,CUST00087,Hyaluronic Moisturizer,Skincare,799,719.1,1,719.1,150
ITEM00001351,ORD0000135,CUST00088,Omega 3 Fish Oil,Supplements,899,809.1,1,809.1,170
ITEM00001352,ORD0000135,CUST00088,Collagen Powder,Supplements,1499,1349.1,1,1349.1,320
ITEM00001361,ORD0000136,CUST00089,Omega 3 Fish Oil,Supplements,899,719.2,1,719.2,170
ITEM00001362,ORD0000136,CUST00089,Collagen Powder,Supplements,1499,1199.2,1,1199.2,320
ITEM00001371,ORD0000137,CUST00090,Biotin Hair Serum,Haircare,699,594.15,1,594.15,130
ITEM00001372,ORD0000137,CUST00090,Biotin Hair Serum,Haircare,699,594.15,1,594.15,130
ITEM00001381,ORD0000138,CUST00090,Keratin Hair Mask,Haircare,899,764.15,1,764.15,160
ITEM00001391,ORD0000139,CUST00091,Lip Balm SPF 15,Personal Care,199,169.15,1,169.15,35
ITEM00001401,ORD0000140,CUST00092,Vitamin D3 + K2,Supplements,699,629.1,1,629.1,120
ITEM00001411,ORD0000141,CUST00093,Lip Balm SPF 15,Personal Care,199,159.2,1,159.2,35
ITEM00001412,ORD0000141,CUST00093,Onion Hair Oil,Haircare,549,439.2,1,439.2,90
ITEM00001421,ORD0000142,CUST00093,Onion Hair Oil,Haircare,549,494.1,1,494.1,90
ITEM00001431,ORD0000143,CUST00094,Hand Cream Repair,Personal Care,349,349.0,2,698.0,120
ITEM00001441,ORD0000144,CUST00095,Vitamin D3 + K2,Supplements,699,664.05,2,1328.1,240
ITEM00001442,ORD0000144,CUST00095,Omega 3 Fish Oil,Supplements,899,854.05,1,854.05,170
ITEM00001443,ORD0000144,CUST00095,Vitamin D3 + K2,Supplements,699,664.05,2,1328.1,240
ITEM00001451,ORD0000145,CUST00095,Iron + Folic Acid,Supplements,499,399.2,2,798.4,170
ITEM00001461,ORD0000146,CUST00096,Charcoal Body Wash,Personal Care,399,379.05,3,1137.15,210
ITEM00001471,ORD0000147,CUST00096,Hand Cream Repair,Personal Care,349,279.2,1,279.2,60
ITEM00001481,ORD0000148,CUST00097,Biotin Hair Serum,Haircare,699,699.0,1,699.0,130
ITEM00001482,ORD0000148,CUST00097,Onion Hair Oil,Haircare,549,549.0,1,549.0,90
ITEM00001491,ORD0000149,CUST00098,Face Wash Gel,Skincare,349,349.0,3,1047.0,180
ITEM00001492,ORD0000149,CUST00098,Retinol Night Cream,Skincare,1199,1199.0,1,1199.0,240
ITEM00001501,ORD0000150,CUST00099,Scalp Scrub,Haircare,399,379.05,1,379.05,70
ITEM00001511,ORD0000151,CUST00100,Intimate Wash,Personal Care,449,449.0,1,449.0,80
ITEM00001521,ORD0000152,CUST00100,Lip Balm SPF 15,Personal Care,199,179.1,1,179.1,35
ITEM00001522,ORD0000152,CUST00100,Lip Balm SPF 15,Personal Care,199,179.1,1,179.1,35
ITEM00001523,ORD0000152,CUST00100,Vitamin C Serum,Skincare,899,809.1,1,809.1,180
ITEM00001531,ORD0000153,CUST00100,Charcoal Body Wash,Personal Care,399,339.15,1,339.15,70
ITEM00001541,ORD0000154,CUST00101,Hyaluronic Moisturizer,Skincare,799,679.15,2,1358.3,300
ITEM00001551,ORD0000155,CUST00102,Face Wash Gel,Skincare,349,349.0,1,349.0,60
ITEM00001561,ORD0000156,CUST00102,Biotin Tablets 10000mcg,Supplements,799,759.05,1,759.05,150
ITEM00001562,ORD0000156,CUST00102,Anti-Dandruff Shampoo,Haircare,449,426.55,2,853.1,160
ITEM00001571,ORD0000157,CUST00103,Intimate Wash,Personal Care,449,449.0,3,1347.0,240
ITEM00001581,ORD0000158,CUST00104,Intimate Wash,Personal Care,449,426.55,1,426.55,80
ITEM00001591,ORD0000159,CUST00105,Iron + Folic Acid,Supplements,499,474.05,1,474.05,85
ITEM00001601,ORD0000160,CUST00105,Vitamin C Serum,Skincare,899,719.2,1,719.2,180
ITEM00001611,ORD0000161,CUST00105,SPF 50 Sunscreen,Skincare,599,569.05,3,1707.15,330
ITEM00001621,ORD0000162,CUST00105,Hyaluronic Moisturizer,Skincare,799,679.15,1,679.15,150
ITEM00001631,ORD0000163,CUST00106,Scalp Scrub,Haircare,399,359.1,1,359.1,70
ITEM00001641,ORD0000164,CUST00106,Anti-Dandruff Shampoo,Haircare,449,449.0,3,1347.0,240
ITEM00001642,ORD0000164,CUST00106,Scalp Scrub,Haircare,399,399.0,1,399.0,70
ITEM00001643,ORD0000164,CUST00106,Scalp Scrub,Haircare,399,399.0,1,399.0,70
ITEM00001651,ORD0000165,CUST00106,Keratin Hair Mask,Haircare,899,764.15,1,764.15,160
ITEM00001652,ORD0000165,CUST00106,Biotin Hair Serum,Haircare,699,594.15,1,594.15,130
ITEM00001661,ORD0000166,CUST00106,Omega 3 Fish Oil,Supplements,899,809.1,2,1618.2,340
ITEM00001671,ORD0000167,CUST00106,Keratin Hair Mask,Haircare,899,854.05,1,854.05,160
ITEM00001681,ORD0000168,CUST00106,Onion Hair Oil,Haircare,549,466.65,1,466.65,90
ITEM00001691,ORD0000169,CUST00107,Anti-Dandruff Shampoo,Haircare,449,404.1,2,808.2,160
ITEM00001701,ORD0000170,CUST00108,Biotin Hair Serum,Haircare,699,629.1,1,629.1,130
ITEM00001711,ORD0000171,CUST00108,SPF 50 Sunscreen,Skincare,599,569.05,3,1707.15,330
ITEM00001712,ORD0000171,CUST00108,Biotin Hair Serum,Haircare,699,664.05,1,664.05,130
ITEM00001721,ORD0000172,CUST00109,Omega 3 Fish Oil,Supplements,899,854.05,1,854.05,170
