order_id,customer_id,order_date,order_month,order_year,order_revenue,order_cogs,shipping_cost,discount_pct,gross_profit,payment_mode,is_first_order
ORD0000024,CUST00014,2022-08-03,2022-08,2022,426.55,80,60,0.05,286.55,UPI,0
ORD0000025,CUST00015,2024-03-24,2024-03,2024,1396.8,310,60,0.2,1026.8,COD,1
ORD0000026,CUST00015,2024-06-03,2024-06,2024,493.2,95,60,0.1,338.2,Credit Card,0
ORD0000027,CUST00016,2023-07-22,2023-07,2023,4995.0,980,60,0.0,3955.0,UPI,1
ORD0000028,CUST00016,2023-10-16,2023-10,2023,1273.3,270,60,0.15,943.3,Debit Card,0
ORD0000029,CUST00017,2022-12-17,2022-12,2022,499.0,85,60,0.0,354.0,Wallet,1
ORD0000030,CUST00017,2023-03-17,2023-03,2023,359.2,80,60,0.2,219.2,Debit Card,0
ORD0000031,CUST00017,2023-04-23,2023-04,2023,3142.45,760,60,0.15,2322.45,Wallet,0
ORD0000032,CUST00018,2024-02-22,2024-02,2024,1098.0,180,60,0.0,858.0,UPI,1
ORD0000033,CUST00019,2024-02-21,2024-02,2024,799.0,150,60,0.0,589.0,COD,1
ORD0000034,CUST00020,2022-04-27,2022-04,2022,399.0,70,60,0.0,269.0,UPI,1
ORD0000035,CUST00021,2022-03-23,2022-03,2022,2395.0,425,60,0.0,1910.0,Debit Card,1
ORD0000036,CUST00021,2022-06-28,2022-06,2022,349.0,60,60,0.0,229.0,COD,0
ORD0000037,CUST00022,2023-05-03,2023-05,2023,379.05,70,60,0.05,249.05,UPI,1
ORD0000038,CUST00023,2023-07-10,2023-07,2023,809.1,170,60,0.1,579.1,UPI,1
ORD0000039,CUST00023,2023-09-14,2023-09,2023,799.0,150,60,0.0,589.0,UPI,0
ORD0000040,CUST00024,2023-06-15,2023-06,2023,439.2,90,60,0.2,289.2,Credit Card,1
ORD0000041,CUST00025,2022-01-11,2022-01,2022,5695.0,1140,60,0.0,4495.0,UPI,1
ORD0000042,CUST00025,2022-04-06,2022-04,2022,2655.25,480,60,0.05,2115.25,UPI,0
ORD0000043,CUST00026,2022-03-16,2022-03,2022,699.0,120,60,0.0,519.0,Credit Card,1
ORD0000044,CUST00027,2024-06-23,2024-06,2024,399.0,70,60,0.0,269.0,Wallet,1
ORD0000045,CUST00028,2023-11-07,2023-11,2023,988.2,215,60,0.1,713.2,Credit Card,1
ORD0000046,CUST00029,2023-10-26,2023-10,2023,2697.3,590,60,0.1,2047.3,Credit Card,1
ORD0000047,CUST00030,2022-07-17,2022-07,2022,2087.15,390,60,0.05,1637.15,COD,1
ORD0000048,CUST00030,2022-09-12,2022-09,2022,2897.0,580,60,0.0,2257.0,Wallet,0
ORD0000049,CUST00031,2022-03-22,2022-03,2022,3865.5,840,60,0.1,2965.5,Credit Card,1
ORD0000050,CUST00032,2024-02-13,2024-02,2024,254.15,50,60,0.15,144.15,Credit Card,1
ORD0000051,CUST00033,2022-06-20,2022-06,2022,398.0,70,60,0.0,268.0,Credit Card,1
ORD0000052,CUST00033,2022-08-23,2022-08,2022,508.3,105,60,0.15,343.3,UPI,0
ORD0000053,CUST00034,2023-12-16,2023-12,2023,1697.0,290,60,0.0,1347.0,UPI,1
ORD0000054,CUST00035,2022-03-02,2022-03,2022,1374.65,260,60,0.05,1054.65,Debit Card,1
ORD0000055,CUST00035,2022-06-14,2022-06,2022,946.2,175,60,0.05,711.2,COD,0
ORD0000056,CUST00036,2024-05-26,2024-05,2024,1148.0,210,60,0.0,878.0,Credit Card,1
ORD0000057,CUST00037,2022-03-14,2022-03,2022,1782.45,390,60,0.15,1332.45,Wallet,1
ORD0000058,CUST00038,2022-02-10,2022-02,2022,759.05,150,60,0.05,549.05,UPI,1
ORD0000059,CUST00039,2024-01-05,2024-01,2024,2696.4,560,60,0.1,2076.4,Debit Card,1
ORD0000060,CUST00039,2024-02-10,2024-02,2024,449.1,85,60,0.1,304.1,UPI,0
ORD0000061,CUST00039,2024-03-16,2024-03,2024,359.1,70,60,0.1,229.1,COD,0
ORD0000062,CUST00039,2024-07-03,2024-07,2024,3196.0,600,60,0.0,2536.0,UPI,0
ORD0000063,CUST00040,2024-02-12,2024-02,2024,1708.1,320,60,0.05,1328.1,UPI,1
ORD0000064,CUST00040,2024-03-31,2024-03,2024,1798.0,320,60,0.0,1418.0,Debit Card,0
ORD0000065,CUST00041,2022-05-18,2022-05,2022,404.1,80,60,0.1,264.1,COD,1
ORD0000066,CUST00042,2023-07-12,2023-07,2023,2605.5,495,60,0.1,2050.5,Credit Card,1
ORD0000067,CUST00042,2023-09-05,2023-09,2023,1499.0,320,60,0.0,1119.0,Credit Card,0
ORD0000068,CUST00043,2022-04-17,2022-04,2022,1347.3,270,60,0.1,1017.3,UPI,1
ORD0000069,CUST00044,2023-09-14,2023-09,2023,449.1,85,60,0.1,304.1,Debit Card,1
ORD0000070,CUST00045,2024-05-18,2024-05,2024,1298.0,235,60,0.0,1003.0,COD,1
ORD0000071,CUST00045,2024-07-23,2024-07,2024,799.0,150,60,0.0,589.0,Debit Card,0
ORD0000072,CUST00045,2024-09-16,2024-09,2024,854.05,160,60,0.05,634.05,Credit Card,0
ORD0000073,CUST00046,2023-10-17,2023-10,2023,808.2,160,60,0.1,588.2,UPI,1
ORD0000074,CUST00046,2024-01-28,2024-01,2024,404.1,80,60,0.1,264.1,UPI,0
ORD0000075,CUST00046,2024-03-16,2024-03,2024,398.0,70,60,0.0,268.0,UPI,0
ORD0000076,CUST00047,2022-04-26,2022-04,2022,1617.3,330,60,0.1,1227.3,UPI,1
ORD0000077,CUST00048,2022-06-03,2022-06,2022,1280.6,260,60,0.05,960.6,Debit Card,1
ORD0000078,CUST00049,2022-08-04,2022-08,2022,1423.1,290,60,0.05,1073.1,Wallet,1
ORD0000079,CUST00049,2022-09-27,2022-09,2022,568.1,100,60,0.05,408.1,Debit Card,0
ORD0000080,CUST00050,2024-02-08,2024-02,2024,1213.2,240,60,0.1,913.2,COD,1
ORD0000081,CUST00051,2022-01-27,2022-01,2022,349.0,60,60,0.0,229.0,UPI,1
ORD0000082,CUST00052,2024-03-18,2024-03,2024,2292.3,490,60,0.1,1742.3,Credit Card,1
ORD0000083,CUST00052,2024-06-09,2024-06,2024,699.0,130,60,0.0,509.0,Debit Card,0
ORD0000084,CUST00053,2023-04-19,2023-04,2023,521.55,90,60,0.05,371.55,Debit Card,1
ORD0000085,CUST00054,2022-10-13,2022-10,2022,319.2,70,60,0.2,189.2,COD,1
ORD0000086,CUST00055,2024-05-16,2024-05,2024,499.0,85,60,0.0,354.0,Debit Card,1
ORD0000087,CUST00055,2024-08-18,2024-08,2024,1499.0,320,60,0.0,1119.0,Wallet,0
ORD0000088,CUST00055,2024-11-24,2024-11,2024,1018.3,205,60,0.15,753.3,UPI,0
ORD0000089,CUST00056,2022-10-01,2022-10,2022,699.0,120,60,0.0,519.0,Credit Card,1
ORD0000090,CUST00057,2023-06-08,2023-06,2023,698.0,120,60,0.0,518.0,Credit Card,1
ORD0000091,CUST00058,2024-04-05,2024-04,2024,3685.5,800,60,0.1,2825.5,UPI,1
ORD0000092,CUST00058,2024-05-21,2024-05,2024,2036.6,440,60,0.15,1536.6,Debit Card,0
ORD0000093,CUST00059,2022-12-07,2022-12,2022,1698.0,320,60,0.0,1318.0,Debit Card,1
ORD0000094,CUST00059,2023-02-01,2023-02,2023,2157.3,450,60,0.1,1647.3,Wallet,0
ORD0000095,CUST00059,2023-03-26,2023-03,2023,798.0,140,60,0.0,598.0,Credit Card,0
ORD0000096,CUST00059,2023-07-20,2023-07,2023,679.15,150,60,0.15,469.15,UPI,0
ORD0000097,CUST00060,2023-11-17,2023-11,2023,279.2,60,60,0.2,159.2,COD,1
ORD0000098,CUST00061,2023-01-26,2023-01,2023,1518.1,300,60,0.05,1158.1,UPI,1
ORD0000099,CUST00062,2022-08-06,2022-08,2022,426.55,80,60,0.05,286.55,UPI,1
ORD0000100,CUST00062,2022-10-05,2022-10,2022,1990.25,370,60,0.05,1560.25,COD,0
ORD0000101,CUST00063,2023-06-09,2023-06,2023,559.2,120,60,0.2,379.2,COD,1
ORD0000102,CUST00064,2023-10-13,2023-10,2023,381.65,80,60,0.15,241.65,Debit Card,1
ORD0000103,CUST00065,2022-05-31,2022-05,2022,399.0,70,60,0.0,269.0,Credit Card,1
ORD0000104,CUST00066,2024-06-29,2024-06,2024,629.1,130,60,0.1,439.1,UPI,1
ORD0000105,CUST00067,2023-12-08,2023-12,2023,809.1,160,60,0.1,589.1,UPI,1
ORD0000106,CUST00068,2023-12-17,2023-12,2023,1897.0,360,60,0.0,1477.0,Credit Card,1
ORD0000107,CUST00069,2024-04-03,2024-04,2024,2545.75,555,60,0.15,1930.75,Debit Card,1
ORD0000108,CUST00069,2024-07-25,2024-07,2024,349.0,60,60,0.0,229.0,UPI,0
ORD0000109,CUST00070,2024-01-07,2024-01,2024,239.2,50,60,0.2,129.2,Debit Card,1
ORD0000110,CUST00071,2024-02-12,2024-02,2024,319.2,70,60,0.2,189.2,UPI,1
ORD0000111,CUST00072,2022-03-22,2022-03,2022,2398.0,480,60,0.0,1858.0,UPI,1
ORD0000112,CUST00072,2022-07-11,2022-07,2022,2397.0,450,60,0.0,1887.0,Credit Card,0
ORD0000113,CUST00072,2022-10-04,2022-10,2022,635.8,130,60,0.15,445.8,UPI,0
ORD0000114,CUST00073,2022-08-28,2022-08,2022,199.0,35,60,0.0,104.0,COD,1
ORD0000115,CUST00074,2023-04-26,2023-04,2023,1569.95,340,60,0.15,1169.95,UPI,1
ORD0000116,CUST00075,2024-02-23,2024-02,2024,2546.0,480,60,0.0,2006.0,COD,1
ORD0000117,CUST00075,2024-03-28,2024-03,2024,799.0,150,60,0.0,589.0,UPI,0
ORD0000118,CUST00075,2024-05-02,2024-05,2024,299.0,50,60,0.0,189.0,Wallet,0
ORD0000119,CUST00076,2024-05-08,2024-05,2024,1847.0,340,60,0.0,1447.0,COD,1
ORD0000120,CUST00077,2022-10-09,2022-10,2022,319.2,70,60,0.2,189.2,Credit Card,1
ORD0000121,CUST00078,2024-05-13,2024-05,2024,331.55,60,60,0.05,211.55,COD,1
ORD0000122,CUST00079,2023-11-11,2023-11,2023,808.2,160,60,0.1,588.2,UPI,1
ORD0000123,CUST00080,2023-01-27,2023-01,2023,284.05,50,60,0.05,174.05,COD,1
ORD0000124,CUST00081,2024-05-03,2024-05,2024,809.1,180,60,0.1,569.1,Credit Card,1
ORD0000125,CUST00082,2022-12-27,2022-12,2022,7283.7,1600,60,0.1,5623.7,UPI,1
ORD0000126,CUST00082,2023-02-09,2023-02,2023,1357.45,290,60,0.15,1007.45,Debit Card,0
ORD0000127,CUST00082,2023-06-06,2023-06,2023,2846.2,550,60,0.05,2236.2,COD,0
ORD0000128,CUST00083,2022-01-22,2022-01,2022,699.0,120,60,0.0,519.0,UPI,1
ORD0000129,CUST00084,2022-09-21,2022-09,2022,521.55,90,60,0.05,371.55,UPI,1
ORD0000130,CUST00085,2022-04-24,2022-04,2022,449.0,80,60,0.0,309.0,Credit Card,1
ORD0000131,CUST00085,2022-08-06,2022-08,2022,899.0,160,60,0.0,679.0,Debit Card,0
ORD0000132,CUST00085,2022-11-24,2022-11,2022,1527.45,310,60,0.15,1157.45,Wallet,0
ORD0000133,CUST00086,2023-12-11,2023-12,2023,699.0,120,60,0.0,519.0,Debit Card,1
ORD0000134,CUST00087,2023-08-04,2023-08,2023,3956.4,870,60,0.1,3026.4,Credit Card,1
ORD0000135,CUST00088,2022-12-17,2022-12,2022,2158.2,490,60,0.1,1608.2,UPI,1
ORD0000136,CUST00089,2024-05-01,2024-05,2024,1918.4,490,60,0.2,1368.4,Debit Card,1
ORD0000137,CUST00090,2023-07-08,2023-07,2023,1188.3,260,60,0.15,868.3,UPI,1
ORD0000138,CUST00090,2023-08-06,2023-08,2023,764.15,160,60,0.15,544.15,COD,0
ORD0000139,CUST00091,2022-03-31,2022-03,2022,169.15,35,60,0.15,74.15,Credit Card,1
ORD0000140,CUST00092,2023-05-23,2023-05,2023,629.1,120,60,0.1,449.1,Debit Card,1
ORD0000141,CUST00093,2024-06-22,2024-06,2024,598.4,125,60,0.2,413.4,Wallet,1
ORD0000142,CUST00093,2024-09-15,2024-09,2024,494.1,90,60,0.1,344.1,Debit Card,0
ORD0000143,CUST00094,2024-01-10,2024-01,2024,698.0,120,60,0.0,518.0,Credit Card,1
ORD0000144,CUST00095,2022-01-20,2022-01,2022,3510.25,650,60,0.05,2800.25,Credit Card,1
ORD0000145,CUST00095,2022-03-22,2022-03,2022,798.4,170,60,0.2,568.4,UPI,0
ORD0000146,CUST00096,2023-06-30,2023-06,2023,1137.15,210,60,0.05,867.15,Credit Card,1
ORD0000147,CUST00096,2023-08-03,2023-08,2023,279.2,60,60,0.2,159.2,Credit Card,0
ORD0000148,CUST00097,2022-09-15,2022-09,2022,1248.0,220,60,0.0,968.0,Wallet,1
ORD0000149,CUST00098,2024-01-27,2024-01,2024,2246.0,420,60,0.0,1766.0,Debit Card,1
ORD0000150,CUST00099,2022-11-01,2022-11,2022,379.05,70,60,0.05,249.05,Debit Card,1
ORD0000151,CUST00100,2022-02-26,2022-02,2022,449.0,80,60,0.0,309.0,UPI,1
ORD0000152,CUST00100,2022-04-03,2022-04,2022,1167.3,250,60,0.1,857.3,Debit Card,0
ORD0000153,CUST00100,2022-05-29,2022-05,2022,339.15,70,60,0.15,209.15,Wallet,0
ORD0000154,CUST00101,2022-01-14,2022-01,2022,1358.3,300,60,0.15,998.3,Credit Card,1
ORD0000155,CUST00102,2024-06-03,2024-06,2024,349.0,60,60,0.0,229.0,Wallet,1
ORD0000156,CUST00102,2024-09-15,2024-09,2024,1612.15,310,60,0.05,1242.15,UPI,0
ORD0000157,CUST00103,2024-04-10,2024-04,2024,1347.0,240,60,0.0,1047.0,UPI,1
ORD0000158,CUST00104,2024-03-20,2024-03,2024,426.55,80,60,0.05,286.55,Credit Card,1
ORD0000159,CUST00105,2023-08-27,2023-08,2023,474.05,85,60,0.05,329.05,Debit Card,1
ORD0000160,CUST00105,2023-09-24,2023-09,2023,719.2,180,60,0.2,479.2,COD,0
ORD0000161,CUST00105,2024-01-12,2024-01,2024,1707.15,330,60,0.05,1317.15,Debit Card,0
ORD0000162,CUST00105,2024-04-06,2024-04,2024,679.15,150,60,0.15,469.15,COD,0
ORD0000163,CUST00106,2022-08-02,2022-08,2022,359.1,70,60,0.1,229.1,Debit Card,1
ORD0000164,CUST00106,2022-10-28,2022-10,2022,2145.0,380,60,0.0,1705.0,Debit Card,0
ORD0000165,CUST00106,2023-02-11,2023-02,2023,1358.3,290,60,0.15,1008.3,Wallet,0
ORD0000166,CUST00106,2023-05-28,2023-05,2023,1618.2,340,60,0.1,1218.2,COD,0
ORD0000167,CUST00106,2023-08-05,2023-08,2023,854.05,160,60,0.05,634.05,COD,0
ORD0000168,CUST00106,2023-09-12,2023-09,2023,466.65,90,60,0.15,316.65,Credit Card,0
ORD0000169,CUST00107,2022-06-12,2022-06,2022,808.2,160,60,0.1,588.2,Credit Card,1
ORD0000170,CUST00108,2022-10-17,2022-10,2022,629.1,130,60,0.1,439.1,Credit Card,1
ORD0000171,CUST00108,2022-11-15,2022-11,2022,2371.2,460,60,0.05,1851.2,COD,0
ORD0000172,CUST00109,2023-07-15,2023-07,2023,1993.1,410,60,0.05,1523.1,UPI,1
ORD0000173,CUST00110,2024-03-24,2024-03,2024,1302.3,250,60,0.1,992.3,COD,1
ORD0000174,CUST00111,2023-12-21,2023-12,2023,2496.0,480,60,0.0,1956.0,UPI,1
ORD0000175,CUST00112,2024-07-01,2024-07,2024,1298.0,230,60,0.0,1008.0,UPI,1
ORD0000176,CUST00113,2024-05-08,2024-05,2024,759.05,150,60,0.05,549.05,UPI,1
ORD0000177,CUST00114,2024-02-24,2024-02,2024,399.0,70,60,0.0,269.0,UPI,1
ORD0000178,CUST00115,2023-03-25,2023-03,2023,899.0,160,60,0.0,679.0,UPI,1
ORD0000179,CUST00115,2023-05-18,2023-05,2023,718.4,160,60,0.2,498.4,Debit Card,0
ORD0000180,CUST00115,2023-08-01,2023-08,2023,762.45,150,60,0.15,552.45,Credit Card,0
ORD0000181,CUST00116,2023-11-18,2023-11,2023,2247.3,470,60,0.1,1717.3,COD,1
ORD0000182,CUST00116,2023-12-20,2023-12,2023,899.0,170,60,0.0,669.0,UPI,0
ORD0000183,CUST00117,2023-02-16,2023-02,2023,2427.3,510,60,0.1,1857.3,Credit Card,1
ORD0000184,CUST00118,2024-03-05,2024-03,2024,615.6,115,60,0.05,440.6,UPI,1
ORD0000185,CUST00119,2022-07-14,2022-07,2022,569.05,110,60,0.05,399.05,Debit Card,1
ORD0000186,CUST00120,2023-07-20,2023-07,2023,988.2,180,60,0.1,748.2,UPI,1
ORD0000187,CUST00121,2022-11-17,2022-11,2022,349.0,60,60,0.0,229.0,COD,1
ORD0000188,CUST00122,2022-05-03,2022-05,2022,3056.4,630,60,0.1,2366.4,Credit Card,1
ORD0000189,CUST00122,2022-08-01,2022-08,2022,799.0,150,60,0.0,589.0,Credit Card,0
ORD0000190,CUST00123,2023-05-11,2023-05,2023,2512.75,440,60,0.05,2012.75,UPI,1
ORD0000191,CUST00124,2022-10-13,2022-10,2022,998.4,230,60,0.2,708.4,UPI,1
ORD0000192,CUST00124,2023-01-14,2023-01,2023,2697.0,510,60,0.0,2127.0,UPI,0
ORD0000193,CUST00124,2023-02-26,2023-02,2023,1557.6,350,60,0.2,1147.6,COD,0
ORD0000194,CUST00125,2022-10-17,2022-10,2022,897.0,150,60,0.0,687.0,Credit Card,1
ORD0000195,CUST00126,2022-12-22,2022-12,2022,854.05,170,60,0.05,624.05,UPI,1
ORD0000196,CUST00127,2023-12-19,2023-12,2023,1089.65,200,60,0.05,829.65,UPI,1
ORD0000197,CUST00128,2024-04-13,2024-04,2024,279.2,60,60,0.2,159.2,COD,1
ORD0000198,CUST00129,2023-08-28,2023-08,2023,359.1,70,60,0.1,229.1,UPI,1
ORD0000199,CUST00130,2022-05-28,2022-05,2022,594.15,120,60,0.15,414.15,Credit Card,1
ORD0000200,CUST00131,2023-12-13,2023-12,2023,1527.45,335,60,0.15,1132.45,COD,1
ORD0000201,CUST00132,2023-10-04,2023-10,2023,1047.0,180,60,0.0,807.0,Debit Card,1
ORD0000202,CUST00133,2023-12-03,2023-12,2023,1199.0,240,60,0.0,899.0,Debit Card,1
ORD0000203,CUST00133,2024-01-20,2024-01,2024,763.3,160,60,0.15,543.3,Wallet,0
ORD0000204,CUST00133,2024-02-18,2024-02,2024,898.0,160,60,0.0,678.0,Debit Card,0
ORD0000205,CUST00134,2023-12-22,2023-12,2023,854.05,180,60,0.05,614.05,COD,1
ORD0000206,CUST00135,2022-03-02,2022-03,2022,615.6,110,60,0.05,445.6,Debit Card,1
ORD0000207,CUST00136,2024-03-22,2024-03,2024,559.2,130,60,0.2,369.2,Credit Card,1
ORD0000208,CUST00136,2024-05-23,2024-05,2024,1018.3,215,60,0.15,743.3,Wallet,0
ORD0000209,CUST00137,2023-08-24,2023-08,2023,998.0,180,60,0.0,758.0,Credit Card,1
ORD0000210,CUST00138,2023-04-22,2023-04,2023,2292.45,510,60,0.15,1722.45,COD,1
ORD0000211,CUST00139,2022-11-05,2022-11,2022,398.0,70,60,0.0,268.0,UPI,1
ORD0000212,CUST00139,2022-12-16,2022-12,2022,2097.0,360,60,0.0,1677.0,Credit Card,0
ORD0000213,CUST00139,2023-04-12,2023-04,2023,399.2,85,60,0.2,254.2,Debit Card,0
ORD0000214,CUST00140,2023-01-31,2023-01,2023,594.15,130,60,0.15,404.15,COD,1
ORD0000215,CUST00141,2022-11-01,2022-11,2022,3237.3,720,60,0.1,2457.3,UPI,1
ORD0000216,CUST00141,2023-02-26,2023-02,2023,1199.0,240,60,0.0,899.0,Wallet,0
ORD0000217,CUST00142,2024-02-06,2024-02,2024,404.1,80,60,0.1,264.1,Credit Card,1
ORD0000218,CUST00142,2024-04-10,2024-04,2024,1144.95,240,60,0.15,844.95,COD,0
ORD0000219,CUST00143,2022-12-28,2022-12,2022,404.1,80,60,0.1,264.1,Debit Card,1
ORD0000220,CUST00144,2023-10-08,2023-10,2023,948.1,170,60,0.05,718.1,UPI,1
ORD0000221,CUST00145,2022-04-06,2022-04,2022,1347.0,240,60,0.0,1047.0,UPI,1
ORD0000222,CUST00146,2024-06-16,2024-06,2024,809.1,170,60,0.1,579.1,Credit Card,1
ORD0000223,CUST00146,2024-08-19,2024-08,2024,2122.45,490,60,0.15,1572.45,UPI,0
ORD0000224,CUST00146,2024-10-02,2024-10,2024,848.3,170,60,0.15,618.3,Credit Card,0
ORD0000225,CUST00146,2024-12-01,2024-12,2024,3954.6,780,60,0.1,3114.6,Debit Card,0
ORD0000226,CUST00147,2023-05-10,2023-05,2023,759.05,150,60,0.05,549.05,UPI,1
ORD0000227,CUST00148,2022-05-25,2022-05,2022,404.1,80,60,0.1,264.1,UPI,1
ORD0000228,CUST00149,2023-02-11,2023-02,2023,1398.0,255,60,0.0,1083.0,UPI,1
ORD0000229,CUST00149,2023-05-12,2023-05,2023,8094.6,1920,60,0.1,6114.6,UPI,0
ORD0000230,CUST00150,2024-04-25,2024-04,2024,189.05,35,60,0.05,94.05,UPI,1
ORD0000231,CUST00151,2022-08-17,2022-08,2022,1423.1,270,60,0.05,1093.1,COD,1
ORD0000232,CUST00152,2022-05-01,2022-05,2022,1138.1,220,60,0.05,858.1,UPI,1
ORD0000233,CUST00152,2022-08-19,2022-08,2022,465.8,95,60,0.15,310.8,Credit Card,0
ORD0000234,CUST00153,2024-06-29,2024-06,2024,449.0,80,60,0.0,309.0,Credit Card,1
ORD0000235,CUST00154,2024-01-17,2024-01,2024,426.55,80,60,0.05,286.55,Credit Card,1
ORD0000236,CUST00155,2022-10-15,2022-10,2022,899.0,160,60,0.0,679.0,Credit Card,1
ORD0000237,CUST00155,2022-11-30,2022-11,2022,1617.3,330,60,0.1,1227.3,Credit Card,0
ORD0000238,CUST00156,2022-04-14,2022-04,2022,2292.45,510,60,0.15,1722.45,Credit Card,1
ORD0000239,CUST00157,2022-05-07,2022-05,2022,599.0,110,60,0.0,429.0,COD,1
ORD0000240,CUST00157,2022-07-29,2022-07,2022,1557.6,360,60,0.2,1137.6,Debit Card,0
ORD0000241,CUST00157,2022-09-03,2022-09,2022,1139.05,240,60,0.05,839.05,Wallet,0
ORD0000242,CUST00158,2022-12-08,2022-12,2022,3417.3,790,60,0.1,2567.3,UPI,1
ORD0000243,CUST00159,2024-04-14,2024-04,2024,2398.0,480,60,0.0,1858.0,UPI,1
ORD0000244,CUST00159,2024-07-04,2024-07,2024,898.2,180,60,0.1,658.2,Debit Card,0
ORD0000245,CUST00160,2022-05-31,2022-05,2022,2297.0,420,60,0.0,1817.0,UPI,1
ORD0000246,CUST00160,2022-07-06,2022-07,2022,1258.2,260,60,0.1,938.2,COD,0
ORD0000247,CUST00161,2023-01-05,2023-01,2023,1798.0,340,60,0.0,1398.0,Debit Card,1
ORD0000248,CUST00162,2024-01-31,2024-01,2024,1528.3,340,60,0.15,1128.3,Credit Card,1
ORD0000249,CUST00163,2022-04-25,2022-04,2022,1698.0,320,60,0.0,1318.0,Debit Card,1
ORD0000250,CUST00164,2022-02-02,2022-02,2022,331.55,60,60,0.05,211.55,COD,1
ORD0000251,CUST00165,2023-04-03,2023-04,2023,1499.0,320,60,0.0,1119.0,Wallet,1
ORD0000252,CUST00165,2023-05-16,2023-05,2023,2797.6,725,60,0.2,2012.6,COD,0
ORD0000253,CUST00166,2023-08-25,2023-08,2023,379.05,70,60,0.05,249.05,Credit Card,1
ORD0000254,CUST00167,2023-12-22,2023-12,2023,718.2,140,60,0.1,518.2,UPI,1
ORD0000255,CUST00168,2024-04-29,2024-04,2024,474.05,85,60,0.05,329.05,Credit Card,1
ORD0000256,CUST00169,2023-01-22,2023-01,2023,2158.2,480,60,0.1,1618.2,UPI,1
ORD0000257,CUST00170,2022-04-10,2022-04,2022,1349.1,320,60,0.1,969.1,Credit Card,1
ORD0000258,CUST00170,2022-07-26,2022-07,2022,798.4,170,60,0.2,568.4,Debit Card,0
ORD0000259,CUST00171,2023-02-27,2023-02,2023,1442.45,290,60,0.15,1092.45,Debit Card,1
ORD0000260,CUST00172,2023-09-10,2023-09,2023,808.2,155,60,0.1,593.2,UPI,1
ORD0000261,CUST00172,2023-11-29,2023-11,2023,1527.45,330,60,0.15,1137.45,Credit Card,0
ORD0000262,CUST00172,2024-03-02,2024-03,2024,1077.3,210,60,0.1,807.3,UPI,0
ORD0000263,CUST00172,2024-05-02,2024-05,2024,1795.0,310,60,0.0,1425.0,UPI,0
ORD0000264,CUST00173,2022-04-22,2022-04,2022,933.3,180,60,0.15,693.3,UPI,1
ORD0000265,CUST00174,2024-05-16,2024-05,2024,1528.2,320,60,0.1,1148.2,UPI,1
ORD0000266,CUST00175,2022-10-08,2022-10,2022,1098.0,180,60,0.0,858.0,UPI,1
ORD0000267,CUST00176,2023-08-03,2023-08,2023,2996.0,550,60,0.0,2386.0,Debit Card,1
ORD0000268,CUST00177,2023-04-11,2023-04,2023,638.4,140,60,0.2,438.4,Credit Card,1
